respondent_id,persona,age_group,gender,city_tier,education_level,employment_status,shopping_frequency,platform_1,platform_2,platform_3,primary_device,browse_time_before_purchase,cart_abandonment_freq,cart_abandon_reason,cat_fashion,cat_electronics,cat_grocery,cat_beauty,cat_home,cat_books,cat_sports,cat_toys,review_importance_score,discovery_channel,recommendation_acceptance_score,monthly_income_bracket,monthly_spend_bracket,max_single_transaction_value,discount_sensitivity_score,impulse_discount_threshold,preferred_payment_method,loyalty_member,loyalty_member_flag,delivery_importance_score,return_frequency,social_purchase_influence_freq,social_commerce_adoption,repeat_purchase_intent_score,platform_switching_propensity,review_writing_freq,festive_spend_proportion,impulse_trigger_type,ai_personalisation_comfort,will_purchase
1069,urban_professional,25-34,Male,Metro (Tier 1),Undergraduate,Salaried (private),Weekly,Amazon,Flipkart,Other,Laptop / desktop,Under 10 minutes,Rarely,Just browsing,1,1,0,0,1,1,1,1,4,Platform recommendations,3,Above 200000,Above 15000,21943.83,2,21-40pct,UPI,Yes - one programme,1,3,Occasionally,Sometimes,Yes occasionally,5,2,Never,10-25pct,Flash sale notification,5,1
1070,homemaker,25-34,Female,Tier 2 city,Postgraduate,Self-employed,Weekly,Flipkart,Meesho,Myntra,Laptop / desktop,More than 1 hour,Never,Just browsing,1,0,1,1,1,0,1,0,4,Platform recommendations,2,100000-200000,2000-5000,9981.0,2,21-40pct,UPI,No but considering,0,5,Occasionally,Often,No not interested,3,3,Occasionally,10-25pct,Flash sale notification,2,1
1071,homemaker,25-34,Female,Tier 2 city,Undergraduate,Salaried (private),Monthly,Flipkart,Meesho,Amazon,Smartphone,10-30 minutes,Rarely,Payment issues,1,0,1,1,1,0,0,1,4,Platform recommendations,2,50000-100000,500-2000,5054.49,3,21-40pct,Debit card,No but considering,0,5,Rarely,Never,No not interested,4,4,Occasionally,More than 50pct,Flash sale notification,3,0
1072,urban_professional,25-34,Male,Metro (Tier 1),Undergraduate,Salaried (private),Weekly,Myntra,Flipkart,,Smartphone,10-30 minutes,Rarely,High delivery charges,1,0,1,0,0,0,0,1,3,Email / app notifications,4,100000-200000,5000-15000,13449.92,2,Discounts dont trigger,Credit card,Yes - one programme,1,3,Occasionally,Rarely,Yes regularly,4,2,Rarely,More than 50pct,Festive sale,3,1
1073,value_seeker,35-44,Female,Tier 3 city,Postgraduate,Salaried (private),Occasionally,Flipkart,Ajio,,Smartphone,Under 10 minutes,Rarely,Payment issues,1,0,0,0,1,1,0,0,4,Platform recommendations,3,100000-200000,2000-5000,25280.47,2,Above 60pct,Cash on delivery,Yes - multiple programmes,1,5,Rarely,Sometimes,Yes regularly,2,2,Rarely,26-50pct,Gifting occasion,2,0
1074,value_seeker,45-54,Female,Metro (Tier 1),Undergraduate,Homemaker,Monthly,Flipkart,Myntra,Meesho,Smartphone,10-30 minutes,Often,Found better deal elsewhere,1,0,1,0,0,0,0,0,5,Platform recommendations,4,50000-100000,2000-5000,6597.9,4,Discounts dont trigger,UPI,No not interested,0,4,Occasionally,Sometimes,Yes occasionally,2,4,Rarely,More than 50pct,Flash sale notification,3,0
1075,budget_student,18-24,Female,Tier 3 city,Undergraduate,Student,Weekly,Meesho,Flipkart,Brand website,Smartphone,10-30 minutes,Almost always,High price / no discount,0,0,0,1,0,0,1,0,4,Platform recommendations,1,20000-50000,Under 500,890.94,4,Discounts dont trigger,UPI,Yes - one programme,1,3,Rarely,Rarely,Yes occasionally,1,1,Frequently,10-25pct,Flash sale notification,4,1
1076,urban_professional,35-44,Female,Metro (Tier 1),Undergraduate,Salaried (private),Daily or almost daily,Myntra,Nykaa,Amazon,Smartphone,Under 10 minutes,Rarely,Just browsing,1,0,1,0,0,1,0,0,5,Search engine,5,50000-100000,500-2000,3670.41,3,21-40pct,UPI,Yes - multiple programmes,1,5,Never,Never,No not interested,5,1,Rarely,10-25pct,Gifting occasion,2,1
1077,homemaker,45-54,Female,Metro (Tier 1),Postgraduate,Homemaker,Daily or almost daily,Flipkart,Other,,Smartphone,More than 1 hour,Often,High price / no discount,0,1,1,1,1,0,0,0,1,Social media ads,2,20000-50000,2000-5000,1538.32,3,Discounts dont trigger,UPI,No but considering,0,4,Frequently,Often,No but open to it,4,4,Rarely,26-50pct,Recommendation email,4,0
1078,budget_student,25-34,Female,Metro (Tier 1),Undergraduate,Student,Weekly,Amazon,Nykaa,Flipkart,Smartphone,10-30 minutes,Sometimes,High delivery charges,1,1,0,0,1,0,0,0,4,Influencer reviews,5,50000-100000,5000-15000,2299.56,4,Discounts dont trigger,UPI,No not interested,0,5,Rarely,Often,Yes regularly,3,5,Rarely,Less than 10pct,Recommendation email,3,1
1079,urban_professional,25-34,Female,Tier 2 city,Postgraduate,Salaried (govt.),Monthly,Meesho,Flipkart,Ajio,Laptop / desktop,10-30 minutes,Rarely,Payment issues,0,1,0,0,0,0,0,0,5,Friends / family,5,Above 200000,Above 15000,42773.87,1,Above 60pct,UPI,Yes - one programme,1,3,Rarely,Rarely,No but open to it,5,3,Occasionally,26-50pct,Flash sale notification,5,1
1080,premium_loyalist,25-34,Female,Metro (Tier 1),Postgraduate,Salaried (private),Weekly,Amazon,Myntra,Flipkart,Smartphone,Under 10 minutes,Rarely,High price / no discount,0,1,0,1,1,0,1,0,3,Search engine,4,Above 200000,Above 15000,33530.4,1,21-40pct,Net banking,Yes - multiple programmes,1,4,Occasionally,Rarely,No not interested,5,2,Frequently,Less than 10pct,Flash sale notification,5,1
1081,urban_professional,25-34,Female,Tier 2 city,Postgraduate,Salaried (private),Daily or almost daily,Flipkart,Brand website,Myntra,Laptop / desktop,10-30 minutes,Rarely,N/A - I rarely abandon,1,0,0,0,0,0,0,0,2,Social media ads,5,50000-100000,500-2000,15403.58,3,21-40pct,Credit card,Yes - one programme,1,3,Rarely,Sometimes,Yes regularly,4,2,Occasionally,10-25pct,Boredom,4,0
1082,budget_student,18-24,Female,Tier 2 city,Undergraduate,Student,Monthly,Amazon,Flipkart,Meesho,Smartphone,30-60 minutes,Often,Payment issues,1,0,0,0,0,0,0,0,3,Platform recommendations,5,20000-50000,Under 500,3026.5,4,41-60pct,UPI,No not interested,0,3,Occasionally,Often,Yes regularly,1,3,Occasionally,10-25pct,Influencer post,3,1
1083,homemaker,25-34,Male,Tier 2 city,Undergraduate,Homemaker,Monthly,Flipkart,Brand website,Meesho,Smartphone,10-30 minutes,Never,Just browsing,1,1,1,1,1,1,0,0,5,Search engine,5,50000-100000,2000-5000,3291.16,2,21-40pct,UPI,Yes - multiple programmes,1,4,Rarely,Rarely,No but open to it,3,3,Occasionally,26-50pct,Flash sale notification,3,0
1084,homemaker,25-34,Male,Rural / town,Undergraduate,Homemaker,Monthly,Nykaa,Flipkart,,Smartphone,30-60 minutes,Never,High delivery charges,1,1,1,1,1,0,0,0,4,Email / app notifications,2,20000-50000,Under 500,2530.05,3,Discounts dont trigger,UPI,No not interested,0,3,Never,Sometimes,No not interested,3,3,Never,26-50pct,Influencer post,1,0
1085,homemaker,25-34,Female,Metro (Tier 1),Undergraduate,Salaried (govt.),Monthly,Brand website,Nykaa,Myntra,Smartphone,30-60 minutes,Sometimes,High delivery charges,0,1,1,0,1,0,0,0,4,Social media ads,3,50000-100000,5000-15000,5139.76,3,Above 60pct,Net banking,No but considering,0,5,Occasionally,Never,Yes occasionally,3,4,Never,26-50pct,Gifting occasion,3,1
1086,homemaker,35-44,Female,Tier 2 city,Postgraduate,Homemaker,Monthly,Flipkart,Myntra,Amazon,Smartphone,30-60 minutes,Almost always,N/A - I rarely abandon,1,1,1,0,1,0,0,0,5,Search engine,3,Below 20000,Under 500,338.57,5,Discounts dont trigger,Debit card,No not interested,0,4,Occasionally,Rarely,No not interested,3,3,Frequently,10-25pct,Flash sale notification,4,0
1087,premium_loyalist,45-54,Female,Metro (Tier 1),Postgraduate,Self-employed,Monthly,Flipkart,Amazon,Other,Laptop / desktop,More than 1 hour,Rarely,N/A - I rarely abandon,1,0,1,0,1,1,0,0,4,Social media ads,5,100000-200000,2000-5000,7440.16,1,41-60pct,UPI,No but considering,0,5,Rarely,Sometimes,Yes regularly,5,3,Rarely,10-25pct,Gifting occasion,4,1
1088,urban_professional,35-44,Male,Tier 2 city,Undergraduate,Salaried (private),Daily or almost daily,Flipkart,Nykaa,Myntra,Smartphone,10-30 minutes,Sometimes,Found better deal elsewhere,0,0,0,1,1,0,0,0,3,Platform recommendations,5,50000-100000,500-2000,4286.27,3,41-60pct,UPI,Yes - one programme,1,3,Rarely,Often,Yes occasionally,3,2,Rarely,More than 50pct,Flash sale notification,4,0
1089,urban_professional,25-34,Male,Tier 2 city,Postgraduate,Salaried (private),Daily or almost daily,Amazon,Meesho,,Smartphone,Under 10 minutes,Sometimes,High price / no discount,1,1,0,1,0,1,0,0,4,Friends / family,4,50000-100000,2000-5000,4603.04,3,21-40pct,Cash on delivery,Yes - one programme,1,5,Never,Sometimes,No not interested,4,1,Rarely,More than 50pct,Gifting occasion,5,1
1090,homemaker,35-44,Female,Tier 3 city,Undergraduate,Salaried (private),Occasionally,Amazon,Nykaa,Flipkart,Smartphone,10-30 minutes,Rarely,Found better deal elsewhere,1,0,1,1,1,0,0,1,4,Friends / family,4,20000-50000,500-2000,4457.76,4,21-40pct,Debit card,Yes - one programme,1,5,Occasionally,Sometimes,No but open to it,2,2,Occasionally,26-50pct,Recommendation email,1,0
1091,homemaker,35-44,Female,Metro (Tier 1),Undergraduate,Homemaker,Monthly,Meesho,Flipkart,Myntra,Laptop / desktop,10-30 minutes,Rarely,High delivery charges,1,1,1,1,1,0,0,0,3,Friends / family,5,50000-100000,2000-5000,2417.44,4,Discounts dont trigger,UPI,No but considering,0,5,Rarely,Often,No but open to it,4,4,Frequently,10-25pct,Gifting occasion,2,1
1092,homemaker,25-34,Female,Metro (Tier 1),Postgraduate,Self-employed,Monthly,Amazon,Brand website,,Smartphone,30-60 minutes,Sometimes,High delivery charges,1,0,1,1,0,0,0,1,4,Influencer reviews,3,20000-50000,2000-5000,1491.08,3,10-20pct,Cash on delivery,Yes - one programme,1,3,Rarely,Often,No but open to it,3,2,Rarely,10-25pct,Flash sale notification,2,0
1093,urban_professional,25-34,Male,Metro (Tier 1),Doctoral,Self-employed,Weekly,Amazon,Flipkart,Myntra,Laptop / desktop,30-60 minutes,Rarely,Found better deal elsewhere,1,1,0,1,1,1,0,0,3,Search engine,4,50000-100000,500-2000,6468.82,2,41-60pct,Net banking,Yes - one programme,1,5,Rarely,Rarely,Yes occasionally,5,1,Frequently,26-50pct,Boredom,4,1
1094,urban_professional,25-34,Male,Metro (Tier 1),Postgraduate,Salaried (private),Monthly,Flipkart,Amazon,Brand website,Laptop / desktop,Under 10 minutes,Sometimes,N/A - I rarely abandon,0,1,0,0,0,0,1,0,2,Search engine,3,50000-100000,5000-15000,4514.38,2,21-40pct,Buy now pay later,Yes - one programme,1,3,Rarely,Sometimes,Yes occasionally,4,1,Frequently,10-25pct,Festive sale,5,1
1095,premium_loyalist,45-54,Male,Metro (Tier 1),Undergraduate,Salaried (private),Daily or almost daily,Amazon,Flipkart,Ajio,Smartphone,10-30 minutes,Rarely,N/A - I rarely abandon,0,1,1,1,0,0,1,0,2,Platform recommendations,4,100000-200000,5000-15000,25127.29,3,10-20pct,Credit card,No not interested,0,5,Rarely,Never,Yes occasionally,5,4,Occasionally,Less than 10pct,Influencer post,4,1
1096,premium_loyalist,35-44,Male,Metro (Tier 1),Doctoral,Salaried (private),Weekly,Flipkart,Myntra,,Smartphone,Under 10 minutes,Rarely,High price / no discount,1,0,0,1,1,1,1,0,3,Social media ads,5,Above 200000,5000-15000,35211.43,1,10-20pct,Net banking,Yes - multiple programmes,1,5,Never,Often,Yes occasionally,5,2,Rarely,26-50pct,Gifting occasion,2,1
1097,budget_student,18-24,Male,Metro (Tier 1),Undergraduate,Student,Rarely,Amazon,Myntra,Meesho,Smartphone,30-60 minutes,Sometimes,High price / no discount,0,1,0,0,0,1,1,0,3,Search engine,5,100000-200000,5000-15000,3717.39,3,10-20pct,Debit card,No but considering,0,5,Never,Often,No but open to it,3,5,Frequently,10-25pct,Festive sale,3,0
1098,value_seeker,25-34,Female,Tier 3 city,Undergraduate,Self-employed,Rarely,Flipkart,Amazon,Brand website,Smartphone,10-30 minutes,Often,High price / no discount,0,0,1,0,0,0,0,1,1,Influencer reviews,5,Below 20000,500-2000,640.27,5,Discounts dont trigger,Cash on delivery,Yes - one programme,1,5,Frequently,Rarely,No not interested,2,3,Occasionally,26-50pct,Festive sale,2,0
1099,homemaker,25-34,Male,Metro (Tier 1),Undergraduate,Homemaker,Occasionally,Amazon,Meesho,,Laptop / desktop,30-60 minutes,Rarely,Just browsing,1,0,1,1,1,1,0,0,4,Email / app notifications,5,20000-50000,500-2000,5268.64,4,10-20pct,UPI,No not interested,0,4,Rarely,Often,No but open to it,3,1,Rarely,Less than 10pct,Influencer post,3,0
1100,premium_loyalist,55+,Male,Metro (Tier 1),Postgraduate,Self-employed,Weekly,Amazon,Myntra,Ajio,Smartphone,10-30 minutes,Never,N/A - I rarely abandon,0,0,0,1,1,0,0,1,1,Search engine,3,100000-200000,2000-5000,7321.55,3,10-20pct,Buy now pay later,No but considering,0,3,Rarely,Never,Yes occasionally,5,3,Rarely,10-25pct,Recommendation email,5,1
1101,budget_student,18-24,Male,Rural / town,Undergraduate,Student,Occasionally,Amazon,Myntra,Brand website,Laptop / desktop,10-30 minutes,Often,Just browsing,1,1,0,1,0,1,0,0,5,Social media ads,5,20000-50000,500-2000,2503.57,5,Discounts dont trigger,Cash on delivery,Yes - multiple programmes,1,5,Never,Often,Yes regularly,1,1,Rarely,26-50pct,Gifting occasion,4,1
1102,budget_student,18-24,Female,Tier 3 city,Undergraduate,Student,Monthly,Amazon,Meesho,Flipkart,Smartphone,More than 1 hour,Sometimes,High price / no discount,1,1,1,0,0,0,1,0,2,Search engine,2,50000-100000,500-2000,8809.64,3,21-40pct,Debit card,No not interested,0,5,Rarely,Often,Yes occasionally,3,2,Occasionally,10-25pct,Gifting occasion,3,1
1103,urban_professional,45-54,Male,Metro (Tier 1),Postgraduate,Salaried (private),Weekly,Amazon,Myntra,Flipkart,Smartphone,Under 10 minutes,Rarely,N/A - I rarely abandon,0,1,0,1,0,0,1,0,3,Influencer reviews,3,100000-200000,Above 15000,10957.08,1,Above 60pct,UPI,Yes - one programme,1,3,Rarely,Never,Yes occasionally,4,1,Frequently,26-50pct,Gifting occasion,4,1
1104,value_seeker,45-54,Male,Metro (Tier 1),Postgraduate,Salaried (private),Occasionally,Other,Nykaa,Flipkart,Smartphone,30-60 minutes,Never,High price / no discount,0,0,1,1,1,0,1,0,2,Platform recommendations,4,50000-100000,2000-5000,4750.79,3,41-60pct,Cash on delivery,No but considering,0,5,Never,Rarely,No but open to it,3,5,Never,More than 50pct,Festive sale,3,1
1105,urban_professional,18-24,Female,Tier 3 city,Postgraduate,Salaried (govt.),Rarely,Flipkart,Amazon,Nykaa,Laptop / desktop,10-30 minutes,Never,Found better deal elsewhere,1,0,0,1,0,0,1,0,3,Search engine,5,Above 200000,Above 15000,52424.91,1,Above 60pct,Debit card,Yes - multiple programmes,1,5,Rarely,Rarely,Yes regularly,4,2,Occasionally,Less than 10pct,Festive sale,4,1
1106,budget_student,18-24,Male,Metro (Tier 1),Undergraduate,Student,Weekly,Flipkart,Amazon,Myntra,Smartphone,10-30 minutes,Often,High delivery charges,1,1,1,0,0,1,0,0,4,Email / app notifications,3,Below 20000,Under 500,706.69,5,21-40pct,Cash on delivery,No not interested,0,5,Rarely,Often,No not interested,3,3,Occasionally,Less than 10pct,Flash sale notification,3,1
1107,budget_student,18-24,Female,Metro (Tier 1),High school or below,Student,Monthly,Flipkart,Amazon,,Smartphone,Under 10 minutes,Often,High price / no discount,1,1,0,0,0,1,0,0,5,Social media ads,5,20000-50000,2000-5000,1779.63,3,Discounts dont trigger,UPI,No not interested,0,5,Rarely,Almost always,Yes occasionally,3,3,Occasionally,More than 50pct,Flash sale notification,3,1
1108,urban_professional,18-24,Prefer not to say,Tier 2 city,Postgraduate,Salaried (private),Monthly,Amazon,Flipkart,Ajio,Smartphone,Under 10 minutes,Never,Just browsing,0,1,0,0,1,1,0,0,3,Friends / family,4,100000-200000,Above 15000,13094.2,3,10-20pct,Credit card,Yes - multiple programmes,1,5,Rarely,Often,No not interested,4,2,Frequently,Less than 10pct,Gifting occasion,5,1
1109,budget_student,18-24,Male,Metro (Tier 1),Undergraduate,Student,Monthly,Flipkart,Amazon,,Laptop / desktop,30-60 minutes,Sometimes,Just browsing,0,1,1,0,0,1,1,1,4,Platform recommendations,2,Below 20000,500-2000,685.02,5,Discounts dont trigger,Credit card,No not interested,0,4,Rarely,Often,No but open to it,3,4,Rarely,More than 50pct,Festive sale,3,0
1110,urban_professional,18-24,Female,Metro (Tier 1),Undergraduate,Salaried (govt.),Weekly,Amazon,Brand website,Flipkart,Smartphone,10-30 minutes,Never,Just browsing,1,0,1,1,1,1,0,0,3,Search engine,4,50000-100000,500-2000,1706.56,4,21-40pct,UPI,Yes - multiple programmes,1,3,Rarely,Never,Yes occasionally,4,4,Occasionally,26-50pct,Flash sale notification,5,1
1111,budget_student,25-34,Male,Rural / town,Undergraduate,Student,Daily or almost daily,Amazon,Flipkart,Myntra,Laptop / desktop,Under 10 minutes,Sometimes,High delivery charges,0,1,1,0,1,0,0,0,5,Social media ads,4,50000-100000,2000-5000,2782.49,3,10-20pct,Credit card,No not interested,0,5,Frequently,Often,Yes occasionally,4,4,Rarely,Less than 10pct,Boredom,3,1
1112,value_seeker,35-44,Male,Metro (Tier 1),Undergraduate,Self-employed,Weekly,Ajio,Flipkart,Meesho,Smartphone,10-30 minutes,Sometimes,High price / no discount,1,0,0,0,1,0,0,0,4,Search engine,5,20000-50000,Under 500,1643.38,4,10-20pct,UPI,No not interested,0,3,Never,Sometimes,Yes occasionally,4,4,Occasionally,More than 50pct,Flash sale notification,1,1
1113,value_seeker,25-34,Non-binary,Tier 3 city,Postgraduate,Student,Monthly,Amazon,Myntra,Brand website,Smartphone,30-60 minutes,Almost always,Just browsing,1,1,1,0,0,0,0,1,4,Search engine,4,20000-50000,500-2000,2702.82,4,Above 60pct,Cash on delivery,No not interested,0,4,Never,Rarely,Yes occasionally,3,5,Occasionally,10-25pct,Flash sale notification,2,0
1114,premium_loyalist,45-54,Prefer not to say,Metro (Tier 1),Postgraduate,Salaried (private),Weekly,Ajio,Myntra,Amazon,Smartphone,30-60 minutes,Rarely,Just browsing,1,0,1,1,0,1,1,0,4,Email / app notifications,5,100000-200000,5000-15000,7730.64,3,Discounts dont trigger,Credit card,Yes - multiple programmes,1,5,Rarely,Rarely,No but open to it,3,2,Rarely,10-25pct,Gifting occasion,2,1
1115,budget_student,25-34,Female,Tier 2 city,Undergraduate,Student,Monthly,Amazon,Other,Meesho,Smartphone,30-60 minutes,Never,High price / no discount,1,1,0,1,0,1,0,0,5,Influencer reviews,5,20000-50000,500-2000,1454.83,5,Discounts dont trigger,Cash on delivery,No not interested,0,3,Rarely,Often,Yes occasionally,4,4,Occasionally,10-25pct,Boredom,4,1
1116,urban_professional,25-34,Non-binary,Metro (Tier 1),Undergraduate,Salaried (private),Daily or almost daily,Amazon,Nykaa,Flipkart,Smartphone,30-60 minutes,Rarely,High price / no discount,1,0,0,0,0,1,0,0,4,Platform recommendations,4,Above 200000,5000-15000,78275.33,2,21-40pct,UPI,No but considering,0,5,Frequently,Rarely,Yes occasionally,5,4,Rarely,Less than 10pct,Recommendation email,4,1
1117,value_seeker,45-54,Male,Tier 3 city,Undergraduate,Homemaker,Weekly,Amazon,Flipkart,Nykaa,Smartphone,30-60 minutes,Rarely,Found better deal elsewhere,0,1,1,1,0,0,1,0,4,Friends / family,4,Below 20000,Under 500,939.95,4,21-40pct,Credit card,No but considering,0,5,Never,Often,Yes regularly,2,5,Occasionally,26-50pct,Flash sale notification,3,0
1118,budget_student,25-34,Male,Metro (Tier 1),Postgraduate,Student,Monthly,Ajio,Nykaa,Flipkart,Smartphone,30-60 minutes,Sometimes,High price / no discount,1,1,0,0,0,1,0,1,5,Influencer reviews,3,20000-50000,2000-5000,1004.23,5,10-20pct,UPI,Yes - multiple programmes,1,4,Frequently,Sometimes,No but open to it,2,1,Never,Less than 10pct,Boredom,4,1
1119,urban_professional,25-34,Male,Tier 2 city,Undergraduate,Salaried (private),Weekly,Flipkart,Nykaa,Amazon,Laptop / desktop,10-30 minutes,Sometimes,Just browsing,1,1,0,0,1,0,1,1,4,Search engine,5,50000-100000,5000-15000,4433.9,3,10-20pct,Credit card,Yes - one programme,1,5,Rarely,Rarely,Yes occasionally,3,1,Occasionally,10-25pct,Festive sale,4,1
1120,homemaker,35-44,Female,Tier 2 city,Postgraduate,Homemaker,Occasionally,Ajio,Flipkart,,Smartphone,More than 1 hour,Never,Found better deal elsewhere,1,0,1,0,1,1,0,0,1,Friends / family,3,20000-50000,500-2000,1589.15,4,Discounts dont trigger,Cash on delivery,Yes - one programme,1,5,Occasionally,Sometimes,No but open to it,2,1,Frequently,10-25pct,Influencer post,4,0
1121,premium_loyalist,35-44,Male,Metro (Tier 1),Postgraduate,Self-employed,Weekly,Myntra,Ajio,,Laptop / desktop,30-60 minutes,Sometimes,Just browsing,1,1,1,1,0,1,0,0,4,Platform recommendations,4,50000-100000,500-2000,4248.12,4,Discounts dont trigger,UPI,Yes - multiple programmes,1,3,Rarely,Sometimes,Yes occasionally,4,3,Rarely,26-50pct,Gifting occasion,5,1
1122,budget_student,25-34,Male,Tier 2 city,Postgraduate,Student,Occasionally,Flipkart,Myntra,Amazon,Smartphone,10-30 minutes,Almost always,High delivery charges,1,1,0,1,0,1,0,0,4,Social media ads,3,20000-50000,500-2000,2233.57,4,41-60pct,UPI,Yes - one programme,1,4,Rarely,Rarely,Yes occasionally,2,4,Rarely,10-25pct,Boredom,4,0
1123,value_seeker,45-54,Male,Tier 2 city,Undergraduate,Salaried (private),Occasionally,Meesho,Flipkart,,Smartphone,10-30 minutes,Sometimes,Just browsing,1,1,0,0,0,0,0,1,2,Platform recommendations,4,50000-100000,2000-5000,3645.08,3,Above 60pct,Cash on delivery,No not interested,0,4,Rarely,Almost always,No not interested,3,3,Rarely,10-25pct,Influencer post,3,1
